sample_category,question,answer,summary
[20],귀하가 회사를 선택하는 기준은 무엇이며 왜 그 기준에 AMOREPACIFIC이 적합한지 기술하시오. ,"""가치를 만드는 사람""직업과 회사는 가지고 있는 정보와 지식을 공유하고 활용할 수 있는 수단으로 생각하고, 이를 실현할 수 있는 가능성에 근거해 회사를 선택합니다. 이와 관련해 SCM의 전문성을 발휘할 수 있는 아모레퍼시픽을 통해 많은 사람에게 아름다움의 가치를 전해주고 싶어 아모레퍼시픽의 SCM 직무에 지원했습니다.본 전공인 교통계획을 공부하며 비슷한 점이 있음에도 다루지 않는 물류와 SCM에 대해 관심을 갖게 되었고, 새로운 학문을 체득하고자 물류학 복수전공을 시작했습니다. 학과 프로그램으로 군포 복합물류 터미널 견학을 다녀왔고, 그곳에서 체계적이고 철저한 업무 분담을 통해 수많은 고객의 요구를 충족시키는 모습을 보며 물류의 매력을 알게 되었습니다.또한, 운송수단에 관심이 많아 운송을 통한 장소적 격차 해소의 유용함을 직접 느껴왔고, 제가 경험한 유용한 가치를 스스로 만들어 낼 수 있도록 두 전공을 연계한 학습을 지속해서 하고 있습니다. 전공에 대한 학습을 통해 직무를 간접적으로 경험했으며, 전문역량을 강화하고자 물류관리사 자격을 취득했습니다.이러한 노력과 경험을 바탕으로 아모레퍼시픽과 함께 성장하고 싶습니다. 또한, 노력을 통해 얻은 정보와 지식은 혼자 가지고 있기보다 많은 사람에게 공유할 때 그 가치가 더욱 높아지고, 세상을 변화시킬 수 있을 것으로 생각합니다. 이와 같은 이유로 아모레퍼시픽이 회사를 선택하는 기준에 적합하다고 생각합니다. SCM 직무를 수행하며 전국과 전 세계의 고객에게 아름다움을 적시에 전달해 주고, 고객 만족을 통한 기업 이미지 제고에 이바지하겠습니다.좋은점2","""가치를 만드는 사람""직업과 회사는 가지고 있는 정보와 지식을 공유하고 활용할 수 있는 수단으로 생각하고, 이를 실현할 수 있는 가능성에 근거해 회사를 선택합니다. 이와 관련해 SCM의 전문성을 발휘할 수 있는 아모레퍼시픽을 통해 많은 사람에게 아름다움의 가치를 전해주고 싶어 아모레시픽의 SCM 직무에 지원했습니다. 전공에 대한 학습을 통해 직무를 간접적으로 경험했으며, 전문역량을 강화하고자 물류관리사 자격을 취득했습니다."
[20],한국콜마의 인재상인 4성 5행 中 가장 중요하다고 생각하는 것을 택 1 하여 그 정신이 왜 필요한지 기술하여 주십시오.,"4성5행 중 제 삶에서 가장 중요하게 여겨져 온 것은 자주성입니다.대학교 3학년 때 친구들과 함께 동아리를 만든 적이 있습니다. 인터넷카페를 개설하는 등 활발히 활동하여, 신생 동아리임에도 불구하고 경쟁률이 높은 지원 프로젝트에 선발되기도 하였습니다. 이를 통해 친구들과의 신뢰와 협력을 바탕으로 스스로 단체를 운영해나가는 귀중한 경험을 할 수 있었습니다.다른 경험은 ooo 디자인에 참여했던 것입니다. 이 사업은 전공 지식을 바탕으로 사회가 필요로 하는 과제를 찾아 학생들 스스로 기획, 해결하도록 지원하는 프로젝트입니다. 제가 팀장을 맡아 다른 학부생들과 팀을 이루어 과제를 수행했습니다. 꾸준히 과제를 진행하며 결과를 낼 수 있었던 것은 팀원들, 교수님과의 협업 덕분이라고 생각합니다.또한 저는 실험실 생활을 통해 사회생활을 간접적으로 체험할 수 있었습니다. 그리고 이를 통해 다양한 사람들과 협력하여 주체적으로 공동의 목표를 추구해 나갈 수 있는 자세 또한 배울 수 있었습니다.","친구들과의 신뢰와 협력을 바탕으로 스스로 단체를 운영해나가는 귀중한 경험을 할 수 있었습니다. 다른 경험은 ooo 디자인에 참여했던 것입니다. 전공 지식을 바탕으로 사회가 필요로 하는 과제를 찾아 학생들 스스로 기획, 해결하도록 지원하는 프로젝트입니다."
[20],쌍용건설 인재상 중 자신에게 가장 부합하는 항목 한 가지 개인 경험 토대로 서술,"[현장으로 뛰어들어 신뢰를 얻다]TEDx신촌 강연회 동아리에서 케이터링 음식 구매 경험을 통해 현장에서 부딪혀야 신뢰를 얻을 수 있다는 점을 배웠습니다. 200명 규모 강연회를 준비하며 떡 전문업체 ‘OO’에서 200명 분의 떡과 음료를 구입하려고 했습니다.대학생 동아리의 특성상 예산 부족으로 최대한 비용절감을 원해 가격 협상을 시도했으나 총 금액은 40만원 상당이었으므로 협상이 쉽지 않았습니다. 문제 해결을 위해 다음과 같은 행동을 취했습니다.1) 매주 토요일 일요일 매장에 찾아가 상품 진열 등을 돕고, 매장을 청소하며 친밀한 관계를 쌓으려고 했습니다.2) ‘OO’ 측에 어떤 이익을 드릴 수 있을지 고민하다가 ‘OO’은 당시 홍보 전략이 필요하다는 점을 알았습니다. 따라서 강연회 행사 이후 유튜브에 업로드하는 동영상에 ‘OO’의 상호와 로고를 넣기로 하였습니다.현장에서 직접 부딪혔기 때문에 신뢰를 쌓고, 고객의 니즈를 파악할 수 있었던 것이었습니다. 차츰 `OO` 점주분에게 왜 강연회를 개최하려는지 이유를 말씀드릴 수 있었고, 여러 번 논의를 거친 후 50대 점주께서 아들 또래의 대학생 활동을 응원해주시겠다면서 무료 후원을 해주셨습니다.",TEDx신촌 강연회 동아리에서 케이터링 음식 구매 경험을 통해 현장에서 부딪혀야 신뢰를 얻을 수 있다는 점을 배웠습니다. 200명 규모 강연회를 준비하며 떡 전문업체 OO에서 200명 분의 떡과 음료를 구입하려고 했습니다.
[20],"본인이 회사를 선택할 때의 기준은 무엇이며, 왜 현대자동차가 그 기준에 적합한지 기술해 주십시오. ","""서로 신뢰하며 동반성장 할 수 있는 회사""저의 가치관은 어려움에 직면하더라도 이를 극복하여 더 성장하는 사람이 되는 것입니다. 회사는 앞으로 저와 함께할 동반자로서 저의 가치관에 부합하는 회사와 일하고 싶었습니다. 이러한 저의 회사 선택기준에 현대자동차가 가장 적합하다고 생각해 지원했습니다. 현대자동차는 여러 위기를 극복하며 글로벌 기업으로 성장했습니다. 현대자동차는 1999년 미국시장에서 품질에 대해 낮은 평가를 받고 있었고 이로 인해 저가 브랜드라는 인식이 강했습니다. 이를 해결하기 위해 10년/10만 마일 무상보증 서비스라는 획기적인 프로그램을 도입했고 그 결과 품질에 우려를 갖고 있던 고객들을 확보하며 브랜드의 가치를 높였습니다. 이렇게 현재 상황에 대한 정확한 분석과 인식을 토대로 위기를 극복해가는 모습은 저의 가치관과 부합 하다고 생각했습니다. 또한 앞으로 또 다른 어려움에 직면하더라도 문제분석을 통해 충분히 극복해낼 힘이 있다는 신뢰를 갖게 되었습니다. 이를 보며 저 또한 회사에 신뢰를 주며 동반성장하고 싶었고 그러기 위해서는 기본적인 역량을 갖춰야 한다고 생각했습니다.이를 위해 학교생활을 하면서 어려움을 극복하기 위한 기본적인 역량들을 길러왔습니다. 먼저 산업공학실험 과목에서 다양한 기업들의 SWOT을 분석해보며 정보를 수집하고 분석할 수 있는 능력을 길렀습니다. 두 번째는 데이터베이스 및 설계를 수강하며, 수집한 데이터를 정량화하고 조작할 수 있는 실력을 갖췄습니다. 세 번째는 산업공학을 전공하면서 생산공정의 전체적인 프로세스에 대해 배웠고 이를 통해 공장의 운영계획을 좀 더 체계적으로 세울 수 있는 여건을 갖췄습니다.이러한 역량을 바탕으로 앞으로 현대자동차가 구현할 Car to Life시대에 동참하고 싶습니다. 정보 수집과 분석을 통해 사람들이 원하는 삶에 대해 명확히 파악하여 이를 실현할 수 있는 차량을 기획하고 싶습니다. 이를 통해 현대자동차와 동반 성장하며 고객들이 새로운 삶의 가치를 실현하는데 기여하겠습니다.","""서로 신뢰하며 동반성장 할 수 있는 회사"" 저의 가치관은 어려움에 직면하더라도 이를 극복하여 더 성장하는 사람이 되는 것입니다. 회사는 앞으로 저와 함께할 동반자로서 저의 가치관에 부합하는 회사와 일하고 싶었습니다. 이러한 저의 회사 선택기준에 현대자동차가 가장 적합하다고 생각해 지원했습니다."
[20],"본인이 회사를 선택하는 가장 중요한 기준과, 왜 NS홈쇼핑이 그 기준에 적합한지 기술해 주세요","제가 회사를 선택하는 가장 중요한 기준은 지속 성장, 고객 최우선, 사회 공헌입니다.첫째로, 지속 성장한 회사입니다. 왜냐하면 지속 가능한 회사에서 일을 해야 구성원들 또한 성장해 나갈 수 있기 때문입니다. 대학 시절 현재에 안주하지 않고 영어 실력을 더 향상시키기 위해 홍콩으로 교환학생을 다녀왔습니다. 동서양의 다양한 친구들을 사귀면서 영어 회화 능력을 높일 수 있었습니다. 그래서 T-커머스 시장 위축에 따라 온라인 쇼핑몰, 모바일 OTT 등의 플랫폼 진출을 통해 지속 가능한 성장을 꾀하는 NS홈쇼핑에서 지원하게 되었습니다. 둘째로, 고객을 최우선시 하는 회사입니다. 왜냐하면 고객 가치 창출을 통해 타인의 삶에 도움이 되는 사람이 되고 싶기 때문입니다. 화장품 판매 아르바이트를 하면서 단순히 판매를 위한 판매를 하는 것에 그치는 것이 아니라 고객 한명 한명의 피부 고민을 듣고 고객의 피부 고민을 해결해주기 위해 노력했습니다. 고객의 피부를 측정하고 고객에게 최적화된 제품을 추천해주기 위해 노력했습니다. 후에 고객들이 매장을 다시 방문하여 피부가 많이 개선되었다는 감사 인사를 전했을 때, 내가 누군가에 도움이 되었다는 생각이 들어 뿌듯했습니다. 그래서 고객의 신뢰를 최우선시 하며 고객중심경영을 지향하는 NS홈쇼핑에서 일하고자 합니다. 셋째로, 사회 공헌입니다. 왜냐하면 일을 함으로써 고객 행복에 기여하는 것뿐만 아니라 사회에 기여했다고 느낄 때 성취감이 크기 때문입니다. 재활학교에서 학습 보조 봉사활동을 하면서 사회에 기여하는 것의 소중한 가치를 느꼈습니다. 저의 가르침으로 아이들이 문제를 이해하고 스스로 풀어나가는 모습과 소통이 서툰 아이들이 의사소통을 조금씩 해나가는 모습을 보면서 누군가에게 도움이 되었다는 점에 뿌듯함을 느꼈습니다. 그래서 다양한 나눔, 후원, 캠페인활동을 통해 사회에 공헌하는 NS호쇼핑에서 일하고 싶다는 생각을 하게 되었습니다.","제가 회사를 선택하는 가장 중요한 기준은 지속 성장, 고객 최우선, 사회 공헌입니다. 첫째로, 지속 성장한 회사입니다. 둘째로, 고객을 최우선시 하는 회사 입니다. 왜냐하면 고객 가치 창출을 통해 타인의 삶에 도움이 되는 사람이 되고 싶기 때문입니다."
[20],"귀하가 회사를 선택하는 기준은 무엇이며 왜 당사가 그 기준에 적합한지를 작성하고, 당사에 입사하여 이루고 싶은 목표에 대해 작성해주세요. * ","저의 최고 가치는 혁신, 기존의 틀을 벗는 과감한 앞선 실행입니다. S-OIL의 역사 속엔 그러한 혁신이 있습니다. 10년 이상 앞선 고도화 시설 가동, 내수산업으로 인식되던 석유산업을 해외시장 개척으로 이끈 S-OIL의 혁신은 저에게 깊은 감명을 주었습니다. 기존의 관점을 깨트리고 새로운 미래를 계획하는 S-OIL은 저에게 있어 꿈의 기업이 되었습니다.10년 후, S-OIL과 함께하는 저의 모습은 ‘아시아 No.1 Olefin Downstream Complex 생산기술자’입니다. S-OIL의 신성장 동력을 이끈다는 자부심과 함께 제 꿈을 이루고 싶습니다. 이를 위한 세부 계획으로 온산 석유화학 PX 공장의 생산기술자가 되어 석유화학에 대한 이해력과 경험을 갖추겠습니다. 그 후 RUC, ODC 프로젝트의 기초설계에 참여, 올레핀 석유화학공정을 완벽히 이해할 것입니다. 가까운 미래, S-OIL의 올레핀 생산 공정을 진두지휘하며 혁신의 중심에 있겠습니다.","S-OIL의 혁신은 저에게 깊은 감명을 주었습니다. 기존의 관점을 깨트리고 새로운 미래를 계획하는 S- OIL은 저에게 있어 꿈의 기업이 되었습니다. 가까운 미래, S-OOL의 올레핀 생산 공정을 진두지휘하며 혁신을 중심에 있겠습니다."
[20],"본인이 회사를 선택할 때의 기준은 무엇이며, 왜 현대자동차가 그 기준에 적합한지를 기술해 주십시오.","[나와 함께 성장할 현대자동차]제가 회사를 선택할 때의 기준은 단 한 가지 입니다. 제가 그동안 쌓은 경험과 지식을 통해 하고 싶은 일을 할 수 있는가? 즉 제 역량을 발휘할 수 있는 곳인가입니다. 대학원에 입학하여 유비쿼터스 컴퓨팅이란 수업을 들으며 지능형 자동차와 ITS를 알게 되었습니다. 또한, 제가 그동안 연구한 센서에서 발생한 빅데이터의 분석 처리 및 상황인식 기술과의 매쉬업 서비스 그리고 IoT 기반의 스마트 홈 연구들은 현재 해외 자동차제조기업뿐만 아니라 현대자동차에서도 활발히 연구되고 있는 텔레매틱스 서비스와도 정확히 매칭됩니다.저는 현재 ***위원회의 지원을 받아 빅데이터 처리 기술 기반의 스트리밍 대용량 차량 센싱 데이터 처리 플랫폼 개발을 수행하고 있습니다. 현실적으로 실시간 차량 데이터를 얻는 것이 불가능하기에 작년엔 기존의 차량 데이터를 분석하여 데이터 제너레이터를 개발하였고 금년도엔 그 제너레이터를 통해 발생한 데이터와 공공데이터 포털에서 제공하는 교통데이터를 받아 처리하고 분석하는 기술을 연구하고 나아가 지능형 교통 시스템을 개발 중에 있습니다. 이제는 인위적인 데이터가 아닌 실제 차량 주행테스트를 통해 발생하는 데이터를 통한 좀 더 현실적이고 정량적인 연구를 현대자동차에서 해보고 싶습니다.이제는 자동차와 IT의 융합의 시대인 만큼 제가 연구했던 지식이 텔레매틱스 서비스에 요소기술로써 제품개발에 핵심이 되는 일을 할 수 있다고 생각합니다. 또한, 텔레매틱스란 용어가 생긴 지는 오래되었지만, 아직 해결해야 할 문제와 앞으로의 자동차 산업에 핵심 기술로 연구가치가 크다고 생각합니다. 차량 내 외부에서 발생하는 대용량 센싱 데이터는 운전자에게 제공될 서비스가 무궁무진하다고 생각되며 저는 이를 연구하는 현대자동차의 연구원으로서 현대자동차와 함께 성장해 나가는 연구원이 되고 싶습니다.",자동차와 IT의 융합의 시대인 만큼 제가 연구했던 지식이 텔레매틱스 서비스에 요소기술로써 제품개발에 핵심이 되는 일을 할 수 있다고 생각합니다. 차량 내 외부에서 발생하는 대용량 센싱 데이터는 운전자에게 제공될 서비스가 무궁무진하다고 생각되며 저는 이를 연구하는 현대자동차의 연구원으로서 현대자동차와 함께 성장해 나가는 연구원이 되고 싶습니다.
[20],KCC 인재상 중 자신에게 가장 부합하는 항목 선택하여 개인의 경험과 함께 구체적 기술,"저는 KCC인재상 중 K(Knowledge)에 가장 부합한 사람입니다.전문성 : 구매 담당자에게 필요한 객관적인 데이터를 분석하는 법을 경험하였습니다. 매 학기 실험 수업에서 가장 중요한 것은, 실험 데이터를 분석하고 그래프, 표 등을 만들어 결괏값을 도출하는 것이었습니다.대학생활 동안 이를 경험해본 저는 데이터를 객관적으로 이해하여 분석 및 관리, 더 나아가 이를 통해 개선해야 하는 분석력을 키웠습니다.구매담당자 개인의 직관과 경험이 아니라 객관적인 데이터를 분석해 과학적으로 접근할 수 있는 저의 분석력은 KCC 구매 직무수행 시 도움 될 것입니다.",저는 KCC인재상 중 K에 가장 부합하는 사람입니다. 객관적인 데이터를 분석하여 과학적으로 접근할 수 있는 저의 분석력은 KCC 구매 직무수행 시 도움이 될 것입니다.
[20],"본인이 생각하는 ""긍정""의 의미와, LIG넥스원의 핵심가치 ""긍정""을 실천한 경험을 작성해주세요. (구체적인 배경, 본인이 맡은 역할, 직접 시도한 일, 실제 얻은 결과를 중심으로 작성)","""긍정: 문제에 맞서는 힘""무언가를 연구하고 개발하는 사람은 주어진 문제에 굴하지 않고 나아가는 긍정의 힘을 가져야 한다고 생각합니다. 다음은 제가 긍정의 힘을 통해 성장할 수 있었던 사례입니다.지도교수님께서 OOOO의 사내 딥러닝 교육을 맡으신 적이 있습니다. 교육의 특성상 강의 후 텐서플로우 실습수업을 진행하는 조교가 필요하였고 연구실 인원 중 실습 일정과 공강 시간이 맞았던 제가 배정되었습니다. 비록 고수익의 부업이었으나 저보다 경험이 많으신 현직 엔지니어분들을 상대로 무언가를 이해시키고 가르치는 것은 부담되는 일이었습니다. 그러나 이런 부담이야말로 제가 더 탄탄한 기술적 기본기와 명확한 전달력을 갖출 기회라 판단하였습니다. '돈을 받고 하는 일' 대신 '성장을 위한 일'이라는 목표가 생기니 '적당히 시간을 보내는 실습'이 아닌 '코드를 완벽하게 이해하고 나만의 모델을 설계할 수 있는 실습'을 준비하려 노력하였습니다. 입문자의 관점에서 텐서플로우의 기본을 잘 익히기 위한 단계별 코드와 실습강의안을 작성하였고, 실습 범위 내 예상 가능한 모든 오류를 대비하였습니다. 또한, GPU 사용설정, 학습 파라미터 행렬변수와 같이 이해하기 쉽지 않을 것 같은 부분들을 예상하여 이를 쉽게 전달하는 표현을 연습하였습니다. 이런 노력의 결과로 실습을 순조롭게 진행할 수 있었습니다. 수업 종반에는 수강생 대부분께서 자연어처리 등의 복잡한 코드도 작성하실 수 있었으며, 저 역시 탄탄해진 기술적 기본기와 많은 사람 앞에서도 자신 있게 내용을 전달하는 힘을 얻었습니다.","'돈을 받고 하는 일' 대신 '성장을 위한 일'이라는 목표가 생기니 '코드를 완벽하게 이해하고 나만의 모델을 설계할 수 있는 실습'을 준비하려 노력하였습니다. 입문자의 관점에서 텐서플로우의 기본을 잘 익히기 위한 단계별 코드와 실습강의안을 작성하였고, 실습 범위 내 예상 가능한 모든 오류를 대비하였습니다."
[20],"[필수항목] 본인이 KT&G에 입사하게 된다면 어떤 분야에서 무엇을 기여할 수 있을지 KSA(Knowledge, Skill, Attitude)를 기준으로 기술하여 주시기 바랍니다.","저는 경영지원의 IT 직무에서 정보시스템 및 정보화 전략 수립 및 실행 업무를 수행하며 저의 능력과 잠재력 발휘를 통해 KT&G의 경영 효율 상승에 기여할 자신이 있습니다.먼저 Knowledge 방면에서는, 전공인 정보시스템을 통해 경영의 효율성을 높이는 정보시스템의 특성에 대해 배웠습니다. 정보시스템의 효율을 극대화하기 위해서는 회사 경영 현황에 대한 분석이 전제되어야 할 뿐만 아니라 IT에 대한 지식이 필요하기 때문에, 경영학 과목을 수강하여 경영 기초 지식을 쌓고 프로그래밍 과목을 통해 IT에 대한 감각을 키웠습니다. 그리고 정보시스템설계, 의사결정시스템, IT프로젝트관리론 등의 특화된 전공으로 정보시스템에 대한 지식을 쌓았습니다. 두 번째 Skill 방면에서는, IT 신기술을 빠르게 습득하는 능력을 활용하여 KT&G의 새로운 사업에 IT 기술력을 더할 자신이 있습니다. 대학 생활 동안 IT에 대한 관심과 열정을 기반으로 스마트클라우드쇼, 사물인터넷박람회 등을 포함한 IT박람회에 꾸준히 참관하여 빅데이터, 클라우드, IoT 등의 IT 성장 동력 사업의 현실을 체험하였고 통신산업을 주축으로 발전되는 IT산업의 미래에 대한 지식을 꾸준히 쌓아왔습니다. 마지막 Attitude 방면에서는, 협동심과 성과창출을 우선하는 태도를 기반으로 팀 프로젝트가 기초인 정보화 사업에서 성과를 낼 자신이 있습니다. 전공에서의 팀 프로젝트, 9개월간의 oo Futurist 활동과 2개월의 인턴 경험으로 팀 활동의 성과창출을 위해 팀원의 시너지를 상승시키는 전제 조건인 협동심과 효율적인 의사소통 방법을 익혔습니다.","저는 경영지원의 IT 직무에서 정보시스템 및 정보화 전략 수립 및 실행 업무를 수행하며 저의 능력과 잠재력 발휘를 통해 KT&G의 경영 효율 상승에 기여할 자신이 있습니다. 먼저 Knowledge 방면에서는, 전공인 정보시스템을 통해 경영의 효율성을 높이는 정보시스템의 특성에 대해 배웠습니다."
[20],한국콜마의 인재상인 4성 5행 中 가장 중요하다고 생각하는 것을 택 1 하여 그 정신이 왜 필요한지 기술하여 주십시오.,"제가 생각하는 가장 중요한 요소는 적극성이라고 생각합니다. 모든 위대한 일은 적극적인 1인에 의해 발생하였다고 생각하기 때문입니다. 수동적인 100명보다는 자신의 주장을 표현하고 행동할 줄 아는 적극적인 1인이 한국콜마에 더 필요한 인재라고 생각합니다.저의 경우 항상 어떤 일에 대해서든 행동으로 실전하는 것을 우선으로 삼는 경향이 있습니다. 군 복무 시절 예비군 조교를 맡았을 당시였습니다. 모두가 예비군 선배님들의 막무가내 행동에 대해 행동 없이 불평만 내놓았을 때, 저는 한발 앞서 선배님들 한 분씩 얘기하여 의견을 종합하였고, 휴식시간이라는 목표를 정하였습니다. 이후 훈련 시마다 저는 선배님들의 휴식을 위해 가장 먼저 나서 교관님들께 출석하였고, 선배님들도 이에 보답하듯 질서정연하면서 즐겁게 모든 일정을 마칠 수 있었습니다.이 경험을 통해 선명하게 그려진 하나의 표지판이 군중을 움직일 수 있다는 점을 배울 수 있었습니다.","적극성이 가장 중요한 요소라고 생각합니다. 수동적인 100명보다는 자신의 주장을 표현하고 행동할 줄 아는 적극적인 1인이 한국콜마에 더 필요한 인재입니다. 군 복무 시절 예비군 조교를 맡았을 때, 행동으로 실전하는 것을 우선으로 삼는 경향이 있습니다."
[20],"본인의 회사선택 기준은 무엇이며, 포스코가 그 기준에 적합한 이유를 서술하여 주십시오.","제가 회사를 선택할 때 가장 고려하는 기준은 '회사와 개인의 상생적 성장 도모' 가능 여부입니다. 다시 말해, 회사 내 다양한 업무를 바탕으로 스스로의 커리어 및 회사가 동시에 발전을 이뤄낼 수 있어야 된다는 것입니다. 왜냐하면 직장인으로서 가장 중요한 덕목이 사원이라고 할지라도, 주인의식을 갖고 책임감 있는 업무 수행을 해야 된다고 생각하기 때문입니다. 이에 조직 내에서도 솔선하고, 창의적인 아이디어를 수용하며 함께 발전시키려는 포스코의 조직 문화를 동경하곤 하였습니다. 더불어 무엇보다 포스코를 사랑하는 이유는 포스코인들의 태도가 인상 깊었기 때문입니다. 포스코 인재창조원 교육 당시 포스코인을 마주할 때면 항상 겸손한 말씀과, 상대방을 존중하는 모습을 보여주었습니다. 이러한 특성은 타 기업 대비 포스코가 갖춘 핵심 경쟁력이라고 생각합니다. 이를 계기로 저도 조직 구성원들의 생각을 경청하게 되었고, 함께 나아가기 위한 커뮤니케이션 스킬을 체화 시킬 수 있었습니다.마지막으로 저는 포스코에서 철강사업의 경쟁력 강화 및 신사업의 성장동력 발굴에 기여하고 싶습니다. 구체적으로 표준원가 대비 실적원가 차이 분석을 통해 원가 구조 혁신 포인트를 발굴하는 것입니다. 이에 원가율이 높은 품목들의 생산 비중을 줄이고, 전략 품목들의 생산 비중을 늘리는 포트폴리오 전략을 수립하고자 합니다. 그리하여 포스코의 수익성을 극대화 시켜 기존 사업과 신사업의 균형 성장을 도모하는 인재로 거듭나겠습니다.","제가 회사를 선택할 때 가장 고려하는 기준은 '회사와 개인의 상생적 성장 도모' 가능 여부입니다. 다시 말해, 회사 내 다양한 업무를 바탕으로 스스로의 커리어 및 회사가 동시에 발전을 이뤄낼 수 있어야 된다는 것입니다."
[20],한국콜마의 인재상인 4성 5행 中 가장 중요하다고 생각하는 것을 택 1 하여 그 정신이 왜 필요한지 기술하여 주십시오.,"""창조성""'창조성'이 가장 중요한 정신이라고 생각합니다. 세상은 무서울정도로 급변하고 있으며, 그에 따라 기업이 가야할 방향, 경영 방법 등이 변화합니다. 급변하는 시장에 발빠른 대처를 하기 위해서는 창조성이 뒷받침 되어야한다고 생각합니다.일례로, 올해 COVID-19 사태로 인하여 다양한 기업들에 크고 작은 변화가 발생하였습니다. 따라서 각 기업들은 각기 다른 대처 방법을 고안하고, 실행하였습니다. 한국콜마는 최근 러시아의 EVA Medical사와 손을 잡고 COVID-19 진단 키트인 'COVID-19 IgM/IgG Combo Test'를 5년동안 공급하기로 하였습니다. 한국콜마는 독자적인 기술성으로 진단 정확도가 높은 키트를 개발하였으며, 위기를 기회로 만드는 '창조성'을 발휘하였습니다.창조성은 개인과 기업이 앞으로 나아갈 힘을 제공합니다. 개개인의 창조성이 기업을 움직일 수 있다고 생각합니다. 따라서 제가 가장 중요하게 생각하는 정신은 '창조성'입니다.",급변하는 시장에 발빠른 대처를 하기 위해서는 창조성이 뒷받침 되어야한다고 생각합니다. 개인과 기업이 앞으로 나아갈 힘을 제공합니다. 개개인의 창조성이 기업을 움직일 수 있다고 생각합니다. 따라서 제가 가장 중요하게 생각하는 정신은 '창조성'입니다.
[20],"빙그레의 인재상에 비춰볼 때, 본인은 어떤 유형의 인재라고 생각하는지 구체적 사례를 들어 기술해주십시오 ","[창조적 발상-KMAC 마케팅 공모전 대상 수상]창조적 발상은 작은 변화에서 시작한다고 생각합니다. KMAC 마케팅 공모전에 참여해 OOOO의 마케팅 전략을 제안했습니다. 은행에 방문해 카드 발급 직원을 인터뷰하고, 주변인 대상 설문조사를 시행했습니다. 수집 자료 분석 후, `가족카드`에 대한 불만을 찾았습니다.가족 모두 같은 카드를 사용해야 해서 개인의 성별과 연령대에 따라 다른 니즈를 충족시켜주지 못하기 때문이었습니다. 같은 카드를 발급받아야만 하는 가족카드를 개선할 수 있는 마케팅을 고민했고, 서로 다른 카드를 사용해도 하나의 가족으로 묶어 혜택을 제공하는 가족 통합 서비스를 제안했습니다.가족 서비스 마케팅 도입으로 고객의 편익이 얼만큼 증가하는지 시나리오를 제시해 대상을 받았습니다.","KMAC 마케팅 공모전에 참여해 OOOO의 마케팅 전략을 제안했습니다. 수집 자료 분석 후, '가족카드'에 대한 불만을 찾았습니다. 가족 통합 서비스를 제안해 대상을 받았습니다."
[20],회사를 선택하는 기준은 무엇이며 왜 그 기준에 LG생활건강이 적합한지 기술해 주십시오. ,"[해외시장에서의 성장가능성]제가 회사를 선택하는 첫 번째 기준은 글로벌 성장 가능성입니다. 특히 빠르게 성장하고 있는 중국시장에서 얼마나 경쟁력을 갖춘 회사인지가 가장 중요한 선택 기준입니다.면세점에서 인턴 실습을 하면서 많은 요우커들이 한국의 뷰티 제품을 찾기 위해 매장을 찾는 모습을 자주 보았습니다. 그 중에서도 LG생활건강의 ‘더페이스샵’은 ‘자연주의’컨셉을 통해 요우커들 사이에서 높은 브랜드 인지도와 차별화된 이미지를 구축했습니다.이에 힘입어 LG생활건강은 지난해 총 4조 6,770억원이라는 매출을 기록하며 역대 최대 실적을 달성했습니다.활발한 해외 진출 속에서 다양한 실무경험을 쌓음으로써 글로벌 역량을 갖출 수 있고, 한국의 우수한 제품을 세계에 널리 알릴 수 있다는 점에 매력을 느꼈습니다.[창의력을 무기로 하는 회사]제가 회사를 선택하는 두 번째 기준은 ‘내가 지원하려는 회사가 얼마나 창의적인 회사인가?’입니다.저는 다른 사람들과의 협업을 통해 창의적인 아이디어를 제안하기를 좋아합니다. 그렇기 때문에 회사에 입사한 후에도 기존의 것과는 다른 새로운 제품을 개발하고 싶다는 꿈을 가지고 있습니다.그런 의미에서 LG생활건강이 저에게 가장 적합한 회사라는 생각이 들었습니다. LG생활건강은 “우리의 가장 중요한 제품은 인재”라는 생각으로 인재 개발에 투자를 아끼지 않는다는 이야기를 들었습니다. 제가 지원한 R&D세미나 역시 이런 LG생활건강의 가치관이 담긴 프로그램이라고 생각합니다.저는 전자전기공학을 전공했지만 마케팅 공모전에서 6번이나 수상하는 등 이색적인 이력을 가지고 있습니다. LG생활건강에 입사하여 `세상을 바꾸는 착한 아이디어`를 낼 수 있는 연구개발자가 되겠습니다.","해외 진출 속에서 다양한 실무경험을 쌓음으로써 글로벌 역량을 갖출 수 있고, 한국의 우수한 제품을 세계에 널리 알릴 수 있다는 점에 매력을 느꼈습니다. 창의력을 무기로 하는 회사라는 측면에서 LG생활건강이 저에게 가장 적합한 회사라는 생각이 들었습니다."
